Un_ID,Timepoint,Block_plot,Herbivory_trt,Coral_Id,Coral_Genus,Enrichment_trt,Size,Recruitment,Alive,Recruitment_timepoint
B1_1X1_P07,T6,B1,1X1,P07,Pocillopora,Enriched,2.851,1,1,T6
B1_1X1_P07,T9,B1,1X1,P07,Pocillopora,Enriched,3.379,0,1,T6
B1_1X1_P09,T6,B1,1X1,P09,Pocillopora,Enriched,3.62,1,1,T6
B1_1X1_P09,T9,B1,1X1,P09,Pocillopora,Enriched,4.633,0,1,T6
B1_2X2_P10,T3,B1,2X2,P10,Pocillopora,Enriched,3.37,1,1,T3
B1_2X2_P10,T6,B1,2X2,P10,Pocillopora,Enriched,4.917,0,1,T3
B1_2X2_P10,T9,B1,2X2,P10,Pocillopora,Enriched,7.01,0,1,T3
B1_2X2_P11,T3,B1,2X2,P11,Pocillopora,Enriched,2.521,1,1,T3
B1_2X2_P11,T6,B1,2X2,P11,Pocillopora,Enriched,5.288,0,1,T3
B1_2X2_P11,T9,B1,2X2,P11,Pocillopora,Enriched,9.486,0,1,T3
B1_2X2_P12,T6,B1,2X2,P12,Pocillopora,Enriched,5.713,1,1,T6
B1_2X2_P12,T9,B1,2X2,P12,Pocillopora,Enriched,10.36,0,1,T6
B1_2X2_P13,T3,B1,2X2,P13,Pocillopora,Enriched,2.092,1,1,T3
B1_2X2_P13,T6,B1,2X2,P13,Pocillopora,Enriched,6.599,0,1,T3
B1_2X2_P13,T9,B1,2X2,P13,Pocillopora,Enriched,10.414,0,1,T3
B1_2X2_P14A,T6,B1,2X2,P14A,Pocillopora,Enriched,2.853,1,1,T6
B1_2X2_P14A,T9,B1,2X2,P14A,Pocillopora,Enriched,4.29,0,1,T6
B1_2X2_P14B,T3,B1,2X2,P14B,Pocillopora,Enriched,3.294,1,1,T3
B1_2X2_P14B,T6,B1,2X2,P14B,Pocillopora,Enriched,6.692,0,1,T3
B1_2X2_P14B,T9,B1,2X2,P14B,Pocillopora,Enriched,10.776,0,1,T3
B1_2X2_P15,T3,B1,2X2,P15,Pocillopora,Enriched,2.813,0,1,T0
B1_2X2_P15,T6,B1,2X2,P15,Pocillopora,Enriched,1.498,0,1,T0
B1_2X2_P15,T0,B1,2X2,P15,Pocillopora,Enriched,NA,1,1,T0
B1_2X2_P15,T9,B1,2X2,P15,Pocillopora,Enriched,4.202,0,1,T0
B1_2X2_P18,T9,B1,2X2,P18,Pocillopora,Enriched,2.985,1,1,T9
B1_2X2_P02,T3,B1,2X2,P02,Pocillopora,Enriched,2.591,1,1,T3
B1_2X2_P02,T6,B1,2X2,P02,Pocillopora,Enriched,3.552,0,1,T3
B1_2X2_P02,T9,B1,2X2,P02,Pocillopora,Enriched,5.556,0,1,T3
B1_2X2_P03,T3,B1,2X2,P03,Pocillopora,Enriched,3.13,1,1,T3
B1_2X2_P03,T6,B1,2X2,P03,Pocillopora,Enriched,4.982,0,1,T3
B1_2X2_P03,T9,B1,2X2,P03,Pocillopora,Enriched,8.042,0,1,T3
B1_3X3_P01,T6,B1,3X3,P01,Pocillopora,Enriched,6.696,0,1,T3
B1_3X3_P01,T9,B1,3X3,P01,Pocillopora,Enriched,10.029,0,1,T3
B1_3X3_P01,T3,B1,3X3,P01,Pocillopora,Enriched,4.917,1,1,T3
B1_3X3_P10,T6,B1,3X3,P10,Pocillopora,Enriched,3.158,0,1,T3
B1_3X3_P10,T9,B1,3X3,P10,Pocillopora,Enriched,4.783,0,1,T3
B1_3X3_P10,T3,B1,3X3,P10,Pocillopora,Enriched,1.384,1,1,T3
B1_3X3_P11,T6,B1,3X3,P11,Pocillopora,Enriched,1.644,0,1,T3
B1_3X3_P11,T9,B1,3X3,P11,Pocillopora,Enriched,2.173,0,1,T3
B1_3X3_P11,T3,B1,3X3,P11,Pocillopora,Enriched,1.808,1,1,T3
B1_3X3_P13,T6,B1,3X3,P13,Pocillopora,Enriched,2.494,0,1,T3
B1_3X3_P13,T9,B1,3X3,P13,Pocillopora,Enriched,2.364,0,1,T3
B1_3X3_P13,T3,B1,3X3,P13,Pocillopora,Enriched,2.144,1,1,T3
B1_3X3_P15,T6,B1,3X3,P15,Pocillopora,Enriched,1.998,0,1,T3
B1_3X3_P15,T9,B1,3X3,P15,Pocillopora,Enriched,2.899,0,1,T3
B1_3X3_P15,T3,B1,3X3,P15,Pocillopora,Enriched,1.787,0,1,T3
B1_3X3_P16,T6,B1,3X3,P16,Pocillopora,Enriched,3.038,1,1,T6
B1_3X3_P16,T9,B1,3X3,P16,Pocillopora,Enriched,NA,0,1,T6
B1_3X3_P17,T6,B1,3X3,P17,Pocillopora,Enriched,4.255,1,1,T6
B1_3X3_P17,T9,B1,3X3,P17,Pocillopora,Enriched,NA,0,1,T6
B1_3X3_P18B,T9,B1,3X3,P18B,Pocillopora,Enriched,3.209,0,1,T6
B1_3X3_P18B,T6,B1,3X3,P18B,Pocillopora,Enriched,1.256,1,1,T6
B1_3X3_P19A,T9,B1,3X3,P19A,Pocillopora,Enriched,NA,0,1,T6
B1_3X3_P19A,T6,B1,3X3,P19A,Pocillopora,Enriched,3.259,1,1,T6
B1_3X3_P19B,T9,B1,3X3,P19B,Pocillopora,Enriched,2.28,0,1,T6
B1_3X3_P19B,T6,B1,3X3,P19B,Pocillopora,Enriched,1.973,1,1,T6
B1_3X3_P20,T9,B1,3X3,P20,Pocillopora,Enriched,7.626,0,1,T9
B1_3X3_P22,T9,B1,3X3,P22,Pocillopora,Enriched,2.977,1,1,T9
B1_3X3_P23,T9,B1,3X3,P23,Pocillopora,Enriched,1.98,1,1,T9
B1_3X3_P24,T9,B1,3X3,P24,Pocillopora,Enriched,2.406,1,1,T9
B1_3X3_P25,T9,B1,3X3,P25,Pocillopora,Enriched,2.735,1,1,T9
B1_3X3_P29,T9,B1,3X3,P29,Pocillopora,Enriched,3.542,1,1,T9
B1_3X3_P03,T0,B1,3X3,P03,Pocillopora,Enriched,NA,1,1,T0
B1_3X3_P03,T6,B1,3X3,P03,Pocillopora,Enriched,9.788,0,1,T0
B1_3X3_P03,T3,B1,3X3,P03,Pocillopora,Enriched,4.378,0,1,T0
B1_3X3_P03,T9,B1,3X3,P03,Pocillopora,Enriched,14.114,0,1,T0
B1_3X3_P04,T9,B1,3X3,P04,Pocillopora,Enriched,2.389,0,1,T3
B1_3X3_P04,T6,B1,3X3,P04,Pocillopora,Enriched,1.218,0,1,T3
B1_3X3_P04,T3,B1,3X3,P04,Pocillopora,Enriched,0.939,1,1,T3
B1_3X3_P05,T9,B1,3X3,P05,Pocillopora,Enriched,8.4,0,1,T3
B1_3X3_P05,T6,B1,3X3,P05,Pocillopora,Enriched,7.199,0,1,T3
B1_3X3_P05,T3,B1,3X3,P05,Pocillopora,Enriched,3.315,1,1,T3
B1_3X3_P07,T9,B1,3X3,P07,Pocillopora,Enriched,5.953,0,1,T3
B1_3X3_P07,T6,B1,3X3,P07,Pocillopora,Enriched,4.259,0,1,T3
B1_3X3_P07,T3,B1,3X3,P07,Pocillopora,Enriched,2.247,1,1,T3
B1_3X3_P09,T9,B1,3X3,P09,Pocillopora,Enriched,10.235,0,1,T3
B1_3X3_P09,T6,B1,3X3,P09,Pocillopora,Enriched,6.627,0,1,T3
B1_3X3_P09,T3,B1,3X3,P09,Pocillopora,Enriched,3.781,1,1,T3
B1_open_P12A,T6,B1,open,P12A,Pocillopora,Enriched,2.907,1,1,T6
B1_open_P12A,T9,B1,open,P12A,Pocillopora,Enriched,3.833,0,1,T6
B1_open_P13,T6,B1,open,P13,Pocillopora,Enriched,1.07,1,1,T6
B1_open_P13,T9,B1,open,P13,Pocillopora,Enriched,2.19,0,1,T6
B1_open_P03,T9,B1,open,P03,Pocillopora,Enriched,5.422,0,1,T3
B1_open_P03,T6,B1,open,P03,Pocillopora,Enriched,3.524,0,1,T3
B1_open_P03,T3,B1,open,P03,Pocillopora,Enriched,2.176,1,1,T3
B1_open_P04,T9,B1,open,P04,Pocillopora,Enriched,5.35,0,1,T3
B1_open_P04,T6,B1,open,P04,Pocillopora,Enriched,3.264,0,1,T3
B1_open_P04,T3,B1,open,P04,Pocillopora,Enriched,1.235,1,1,T3
B1_open_P05,T9,B1,open,P05,Pocillopora,Enriched,5.883,0,1,T3
B1_open_P05,T6,B1,open,P05,Pocillopora,Enriched,3.917,0,1,T3
B1_open_P05,T3,B1,open,P05,Pocillopora,Enriched,2.576,1,1,T3
B1_open_P07,T9,B1,open,P07,Pocillopora,Enriched,7.316,0,1,T3
B1_open_P07,T6,B1,open,P07,Pocillopora,Enriched,4.797,0,1,T3
B1_open_P07,T3,B1,open,P07,Pocillopora,Enriched,2.342,1,1,T3
B1_open_P08,T9,B1,open,P08,Pocillopora,Enriched,7.338,0,1,T6
B1_open_P08,T6,B1,open,P08,Pocillopora,Enriched,3.754,1,1,T6
B2_1X1_P10,T6,B2,1X1,P10,Pocillopora,Ambient,7.529,0,1,T3
B2_1X1_P10,T9,B2,1X1,P10,Pocillopora,Ambient,6.5,0,1,T3
B2_1X1_P10,T3,B2,1X1,P10,Pocillopora,Ambient,3.452,1,1,T3
B2_1X1_P11,T6,B2,1X1,P11,Pocillopora,Ambient,4.382,0,1,T3
B2_1X1_P11,T9,B2,1X1,P11,Pocillopora,Ambient,8.068,0,1,T3
B2_1X1_P11,T3,B2,1X1,P11,Pocillopora,Ambient,1.782,1,1,T3
B2_1X1_P16,T6,B2,1X1,P16,Pocillopora,Ambient,5.295,0,1,T3
B2_1X1_P16,T9,B2,1X1,P16,Pocillopora,Ambient,7.323,0,1,T3
B2_1X1_P16,T3,B2,1X1,P16,Pocillopora,Ambient,3.905,1,1,T3
B2_1X1_P19,T6,B2,1X1,P19,Pocillopora,Ambient,1.393,1,1,T6
B2_1X1_P19,T9,B2,1X1,P19,Pocillopora,Ambient,3.347,0,1,T6
B2_1X1_P02,T6,B2,1X1,P02,Pocillopora,Ambient,5.534,0,1,T3
B2_1X1_P02,T9,B2,1X1,P02,Pocillopora,Ambient,7.801,0,1,T3
B2_1X1_P02,T3,B2,1X1,P02,Pocillopora,Ambient,3.062,1,1,T3
B2_1X1_P21,T9,B2,1X1,P21,Pocillopora,Ambient,3.93,1,1,T9
B2_1X1_P22,T9,B2,1X1,P22,Pocillopora,Ambient,2.946,1,1,T9
B2_1X1_P23,T0,B2,1X1,P23,Pocillopora,Ambient,NA,1,1,T3
B2_1X1_P23,T6,B2,1X1,P23,Pocillopora,Ambient,NA,0,1,T3
B2_1X1_P23,T9,B2,1X1,P23,Pocillopora,Ambient,3.904,1,1,T3
B2_1X1_P23,T3,B2,1X1,P23,Pocillopora,Ambient,3.495,0,1,T3
B2_1X1_P24,T6,B2,1X1,P24,Pocillopora,Ambient,NA,0,1,T3
B2_1X1_P24,T9,B2,1X1,P24,Pocillopora,Ambient,8.065,0,1,T3
B2_1X1_P24,T3,B2,1X1,P24,Pocillopora,Ambient,3.5,1,1,T3
B2_1X1_P25,T6,B2,1X1,P25,Pocillopora,Ambient,4.683,1,1,T6
B2_1X1_P25,T9,B2,1X1,P25,Pocillopora,Ambient,6.141,0,1,T6
B2_1X1_P26,T9,B2,1X1,P26,Pocillopora,Ambient,2.102,1,1,T9
B2_1X1_P28,T9,B2,1X1,P28,Pocillopora,Ambient,4.014,1,1,T9
B2_1X1_P29,T9,B2,1X1,P29,Pocillopora,Ambient,3.718,1,1,T9
B2_1X1_P03,T0,B2,1X1,P03,Pocillopora,Ambient,NA,1,1,T0
B2_1X1_P03,T6,B2,1X1,P03,Pocillopora,Ambient,6.236,0,1,T0
B2_1X1_P03,T9,B2,1X1,P03,Pocillopora,Ambient,9.237,0,1,T0
B2_1X1_P03,T3,B2,1X1,P03,Pocillopora,Ambient,3.497,0,1,T0
B2_1X1_P05,T6,B2,1X1,P05,Pocillopora,Ambient,2.788,0,1,T3
B2_1X1_P05,T3,B2,1X1,P05,Pocillopora,Ambient,2.264,1,1,T3
B2_1X1_P05,T9,B2,1X1,P05,Pocillopora,Ambient,4.92,0,1,T3
B2_1X1_P06,T6,B2,1X1,P06,Pocillopora,Ambient,4.193,0,1,T3
B2_1X1_P06,T3,B2,1X1,P06,Pocillopora,Ambient,2.77,1,1,T3
B2_1X1_P06,T9,B2,1X1,P06,Pocillopora,Ambient,6.477,0,1,T3
B2_1X1_P07,T6,B2,1X1,P07,Pocillopora,Ambient,2.809,0,1,T3
B2_1X1_P07,T3,B2,1X1,P07,Pocillopora,Ambient,2.049,1,1,T3
B2_1X1_P07,T9,B2,1X1,P07,Pocillopora,Ambient,3.251,0,1,T3
B2_1X1_P08,T6,B2,1X1,P08,Pocillopora,Ambient,6.599,0,1,T3
B2_1X1_P08,T3,B2,1X1,P08,Pocillopora,Ambient,3.146,1,1,T3
B2_1X1_P08,T9,B2,1X1,P08,Pocillopora,Ambient,9.603,0,1,T3
B2_1X1_P09,T6,B2,1X1,P09,Pocillopora,Ambient,7.582,0,1,T3
B2_1X1_P09,T3,B2,1X1,P09,Pocillopora,Ambient,4.034,1,1,T3
B2_1X1_P09,T9,B2,1X1,P09,Pocillopora,Ambient,10.666,0,1,T3
B2_2X2_P10,T9,B2,2X2,P10,Pocillopora,Ambient,3.001,1,1,T9
B2_2X2_P03,T0,B2,2X2,P03,Pocillopora,Ambient,NA,1,1,T0
B2_2X2_P03,T3,B2,2X2,P03,Pocillopora,Ambient,3.465,0,1,T0
B2_2X2_P03,T6,B2,2X2,P03,Pocillopora,Ambient,5.117,0,1,T0
B2_2X2_P03,T9,B2,2X2,P03,Pocillopora,Ambient,7.719,0,1,T0
B2_2X2_P05,T0,B2,2X2,P05,Pocillopora,Ambient,NA,1,1,T0
B2_2X2_P05,T6,B2,2X2,P05,Pocillopora,Ambient,5.654,0,1,T0
B2_2X2_P05,T3,B2,2X2,P05,Pocillopora,Ambient,2.883,0,1,T0
B2_2X2_P05,T9,B2,2X2,P05,Pocillopora,Ambient,9.098,0,1,T0
B2_2X2_P06,T6,B2,2X2,P06,Pocillopora,Ambient,1.888,1,1,T6
B2_2X2_P06,T9,B2,2X2,P06,Pocillopora,Ambient,3.54,0,1,T6
B2_2X2_P07,T6,B2,2X2,P07,Pocillopora,Ambient,6.782,0,1,T3
B2_2X2_P07,T3,B2,2X2,P07,Pocillopora,Ambient,2.589,1,1,T3
B2_2X2_P07,T9,B2,2X2,P07,Pocillopora,Ambient,10.943,0,1,T3
B2_2X2_P08,T6,B2,2X2,P08,Pocillopora,Ambient,5.81,1,1,T6
B2_2X2_P08,T9,B2,2X2,P08,Pocillopora,Ambient,7.825,0,1,T6
B2_2X2_P09,T6,B2,2X2,P09,Pocillopora,Ambient,1.649,1,1,T6
B2_2X2_P09,T9,B2,2X2,P09,Pocillopora,Ambient,3.438,0,1,T6
B2_3X3_P01,T6,B2,3X3,P01,Pocillopora,Ambient,4.235,0,1,T3
B2_3X3_P01,T3,B2,3X3,P01,Pocillopora,Ambient,2.677,1,1,T3
B2_3X3_P01,T9,B2,3X3,P01,Pocillopora,Ambient,6.781,0,1,T3
B2_3X3_P12,T6,B2,3X3,P12,Pocillopora,Ambient,3.238,0,1,T3
B2_3X3_P12,T3,B2,3X3,P12,Pocillopora,Ambient,3.356,1,1,T3
B2_3X3_P12,T9,B2,3X3,P12,Pocillopora,Ambient,5.208,0,1,T3
B2_3X3_P16,T6,B2,3X3,P16,Pocillopora,Ambient,4.153,0,1,T3
B2_3X3_P16,T3,B2,3X3,P16,Pocillopora,Ambient,1.993,1,1,T3
B2_3X3_P16,T9,B2,3X3,P16,Pocillopora,Ambient,5.959,0,1,T3
B2_3X3_P18,T6,B2,3X3,P18,Pocillopora,Ambient,1.756,1,1,T6
B2_3X3_P18,T9,B2,3X3,P18,Pocillopora,Ambient,3.491,0,1,T6
B2_3X3_P19,T6,B2,3X3,P19,Pocillopora,Ambient,2.815,1,1,T6
B2_3X3_P19,T9,B2,3X3,P19,Pocillopora,Ambient,5.359,0,1,T6
B2_3X3_P02,T6,B2,3X3,P02,Pocillopora,Ambient,4.44,0,1,T3
B2_3X3_P02,T3,B2,3X3,P02,Pocillopora,Ambient,2.468,1,1,T3
B2_3X3_P02,T9,B2,3X3,P02,Pocillopora,Ambient,6.956,0,1,T3
B2_3X3_P21,T6,B2,3X3,P21,Pocillopora,Ambient,4.986,1,1,T6
B2_3X3_P21,T9,B2,3X3,P21,Pocillopora,Ambient,7.061,0,1,T6
B2_3X3_P22,T6,B2,3X3,P22,Pocillopora,Ambient,4.807,1,1,T6
B2_3X3_P22,T9,B2,3X3,P22,Pocillopora,Ambient,9.302,0,1,T6
B2_3X3_P03,T6,B2,3X3,P03,Pocillopora,Ambient,8.147,0,1,T3
B2_3X3_P03,T3,B2,3X3,P03,Pocillopora,Ambient,4.364,1,1,T3
B2_3X3_P03,T9,B2,3X3,P03,Pocillopora,Ambient,11.709,0,1,T3
B2_3X3_P05,T0,B2,3X3,P05,Pocillopora,Ambient,NA,1,1,T0
B2_3X3_P05,T6,B2,3X3,P05,Pocillopora,Ambient,6.946,0,1,T0
B2_3X3_P05,T3,B2,3X3,P05,Pocillopora,Ambient,3.954,0,1,T0
B2_3X3_P05,T9,B2,3X3,P05,Pocillopora,Ambient,9.39,0,1,T0
B2_3X3_P06,T6,B2,3X3,P06,Pocillopora,Ambient,3.669,0,1,T3
B2_3X3_P06,T3,B2,3X3,P06,Pocillopora,Ambient,2.08,1,1,T3
B2_3X3_P06,T9,B2,3X3,P06,Pocillopora,Ambient,5.226,0,1,T3
B2_3X3_P07,T6,B2,3X3,P07,Pocillopora,Ambient,8.683,0,1,T3
B2_3X3_P07,T3,B2,3X3,P07,Pocillopora,Ambient,4.275,1,1,T3
B2_3X3_P07,T9,B2,3X3,P07,Pocillopora,Ambient,12.404,0,1,T3
B2_3X3_P08,T6,B2,3X3,P08,Pocillopora,Ambient,4.344,0,1,T3
B2_3X3_P08,T3,B2,3X3,P08,Pocillopora,Ambient,1.885,1,1,T3
B2_3X3_P08,T9,B2,3X3,P08,Pocillopora,Ambient,6.377,0,1,T3
B2_open_P01,T6,B2,open,P01,Pocillopora,Ambient,4.806,0,1,T3
B2_open_P01,T9,B2,open,P01,Pocillopora,Ambient,5.36,0,1,T3
B2_open_P01,T3,B2,open,P01,Pocillopora,Ambient,2.974,1,1,T3
B2_open_P10,T6,B2,open,P10,Pocillopora,Ambient,1.768,1,1,T6
B2_open_P10,T9,B2,open,P10,Pocillopora,Ambient,2.752,0,1,T6
B2_open_P11,T6,B2,open,P11,Pocillopora,Ambient,5.916,1,1,T6
B2_open_P11,T9,B2,open,P11,Pocillopora,Ambient,5.216,0,1,T6
B2_open_P12,T6,B2,open,P12,Pocillopora,Ambient,1.715,1,1,T6
B2_open_P12,T9,B2,open,P12,Pocillopora,Ambient,2.87,0,1,T6
B2_open_P16,T9,B2,open,P16,Pocillopora,Ambient,9.944,0,1,T9
B2_open_P02,T6,B2,open,P02,Pocillopora,Ambient,3.855,0,1,T3
B2_open_P02,T3,B2,open,P02,Pocillopora,Ambient,1.57,1,1,T3
B2_open_P02,T9,B2,open,P02,Pocillopora,Ambient,6.749,0,1,T3
B2_open_P03,T6,B2,open,P03,Pocillopora,Ambient,6.91,0,1,T3
B2_open_P03,T3,B2,open,P03,Pocillopora,Ambient,4.116,1,1,T3
B2_open_P03,T9,B2,open,P03,Pocillopora,Ambient,4.866,0,1,T3
B2_open_P04,T6,B2,open,P04,Pocillopora,Ambient,3.136,0,1,T3
B2_open_P04,T3,B2,open,P04,Pocillopora,Ambient,1.804,1,1,T3
B2_open_P04,T9,B2,open,P04,Pocillopora,Ambient,4.633,0,1,T3
B2_open_P05,T0,B2,open,P05,Pocillopora,Ambient,NA,1,1,T0
B2_open_P05,T6,B2,open,P05,Pocillopora,Ambient,5.666,0,1,T0
B2_open_P05,T3,B2,open,P05,Pocillopora,Ambient,3.243,0,1,T0
B2_open_P05,T9,B2,open,P05,Pocillopora,Ambient,7.9,0,1,T0
B2_open_P07,T6,B2,open,P07,Pocillopora,Ambient,3.005,0,1,T3
B2_open_P07,T3,B2,open,P07,Pocillopora,Ambient,1.172,1,1,T3
B2_open_P07,T9,B2,open,P07,Pocillopora,Ambient,4.588,0,1,T3
B2_open_P08,T6,B2,open,P08,Pocillopora,Ambient,2.268,0,1,T3
B2_open_P08,T3,B2,open,P08,Pocillopora,Ambient,1.218,1,1,T3
B2_open_P08,T9,B2,open,P08,Pocillopora,Ambient,4.584,0,1,T3
B2_open_P09,T6,B2,open,P09,Pocillopora,Ambient,1.502,1,1,T6
B2_open_P09,T9,B2,open,P09,Pocillopora,Ambient,2.798,0,1,T6
C2_1X1_P01,T3,C2,1X1,P01,Pocillopora,Ambient,2.351,0,1,T0
C2_1X1_P01,T0,C2,1X1,P01,Pocillopora,Ambient,NA,1,1,T0
C2_1X1_P01,T6,C2,1X1,P01,Pocillopora,Ambient,5.226,0,1,T0
C2_1X1_P01,T9,C2,1X1,P01,Pocillopora,Ambient,NA,0,1,T0
C2_1X1_P10,T9,C2,1X1,P10,Pocillopora,Ambient,NA,1,1,T9
C2_1X1_P11,T9,C2,1X1,P11,Pocillopora,Ambient,NA,1,1,T9
C2_1X1_P12,T9,C2,1X1,P12,Pocillopora,Ambient,NA,1,1,T9
C2_1X1_P02,T3,C2,1X1,P02,Pocillopora,Ambient,2.057,1,1,T3
C2_1X1_P02,T6,C2,1X1,P02,Pocillopora,Ambient,4.01,0,1,T3
C2_1X1_P02,T9,C2,1X1,P02,Pocillopora,Ambient,NA,0,1,T3
C2_1X1_P03,T3,C2,1X1,P03,Pocillopora,Ambient,4.402,0,1,T0
C2_1X1_P03,T0,C2,1X1,P03,Pocillopora,Ambient,NA,1,1,T0
C2_1X1_P03,T6,C2,1X1,P03,Pocillopora,Ambient,10.211,0,1,T0
C2_1X1_P03,T9,C2,1X1,P03,Pocillopora,Ambient,NA,0,1,T0
C2_1X1_P06,T6,C2,1X1,P06,Pocillopora,Ambient,3.651,1,1,T6
C2_1X1_P06,T9,C2,1X1,P06,Pocillopora,Ambient,NA,0,1,T6
C2_1X1_P08,T6,C2,1X1,P08,Pocillopora,Ambient,3.371,1,1,T6
C2_1X1_P08,T9,C2,1X1,P08,Pocillopora,Ambient,NA,0,1,T6
C2_1X1_P09,T6,C2,1X1,P09,Pocillopora,Ambient,1.025,1,1,T6
C2_1X1_P09,T9,C2,1X1,P09,Pocillopora,Ambient,NA,0,1,T6
